Name,RxCUI,Rx_Norm_Drug_Class,Drug_Class
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 100 MG Extended Release Tablet [Dutoprol 100/12.5],866457,diuretic_BB_combo,diuretic_BB
24 HR Hydrochlorothiazide 12.5 MG / metoprolol succinate 25 MG Extended Release Oral Tablet,866461,diuretic_BB_combo,diuretic_BB
24 HR Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 25 MG Extended Release Tablet [Dutoprol 25/12.5],866464,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 12.5 MG / metoprolol succinate 25 MG Extended Release Oral Tablet,866465,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 25 MG Extended Release Tablet [Dutoprol 25/12.5],866466,diuretic_BB_combo,diuretic_BB
24 HR Hydrochlorothiazide 12.5 MG / metoprolol succinate 50 MG Extended Release Oral Tablet,866472,diuretic_BB_combo,diuretic_BB
24 HR Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 50 MG Extended Release Tablet [Dutoprol 50/12.5],866475,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 12.5 MG / metoprolol succinate 50 MG Extended Release Oral Tablet,866476,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 12.5 MG / Metoprolol Tartrate 50 MG Extended Release Tablet [Dutoprol 50/12.5],866477,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet,866479,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet,866482,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet,866491,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopressor HCT 100/25],866498,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet [Lopressor HCT 50/25],866502,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopressor HCT 100/50],866506,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 200 MG Extended Release Oral Tablet,866846,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 100 MG Oral Tablet,896974,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 200 MG Oral Tablet,896975,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 300 MG Oral Tablet,896976,diuretic_BB_combo,diuretic_BB
Hydrochlorothiazide 25 MG / Labetalol hydrochloride 200 MG Oral Tablet [Trandide],896990,diuretic_BB_combo,diuretic_BB
Acebutolol Hydrochloride 200 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,998694,diuretic_BB_combo,diuretic_BB
24 HR Hydrochlorothiazide 25 MG / Metoprolol Tartrate 200 MG Extended Release Tablet,1111439,diuretic_BB_combo,diuretic_BB
buthiazide 5 MG / Dihydralazine 50 MG / Metipranolol 40 MG Extended Release Oral Capsule,411865,diuretic_BB_vaso_triple,diuretic_BB_vaso
buthiazide 2.5 MG / Dihydralazine 25 MG / Metipranolol 20 MG Oral Tablet,432656,diuretic_BB_vaso_triple,diuretic_BB_vaso
Hydralazine 25 MG / Hydrochlorothiazide 12.5 MG / Metoprolol 50 MG Oral Tablet,432659,diuretic_BB_vaso_triple,diuretic_BB_vaso
Chlorthalidone 10 MG / Hydralazine 25 MG / Oxprenolol 80 MG Oral Tablet,432815,diuretic_BB_vaso_triple,diuretic_BB_vaso
buthiazide / Dihydralazine / Metipranolol Oral Tablet,439004,diuretic_BB_vaso_triple,diuretic_BB_vaso
buthiazide / Dihydralazine / Metipranolol Extended Release Capsule,439007,diuretic_BB_vaso_triple,diuretic_BB_vaso
Hydralazine / Hydrochlorothiazide / Metoprolol Oral Tablet,440425,diuretic_BB_vaso_triple,diuretic_BB_vaso
Chlorthalidone / Hydralazine / Oxprenolol Oral Tablet,440427,diuretic_BB_vaso_triple,diuretic_BB_vaso
Amlodipine / Hydrochlorothiazide / valsartan Oral Tablet,848130,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,848131,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT 10/160/12.5],848134,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,848135,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT 10/320/25],848139,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,848140,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT 5/160/12.5],848144,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,848145,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT 5/160/25],848149,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,848151,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT 10/160/25],848155,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine / Hydrochlorothiazide / olmesartan Oral Tablet,999966,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,999967,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Tribenzor 20/5/12.5],999971,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet,999986,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Tribenzor 40/10/12.5],999990,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet,999991,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet [Tribenzor 40/10/25],999995,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet,999996,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Tribenzor 40/5/12.5],1000000,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet,1000001,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine 5 MG / Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet [Tribenzor 40/5/25],1000005,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Amlodipine / Hydrochlorothiazide / valsartan,852897,diuretic_CCB_ARB_triple,diuretic_CCB_ARB
Diltiazem / Hydrochlorothiazide Extended Release Capsule,385943,diuretic_CCB_combo,diuretic_CCB
Hydrochlorothiazide 12.5 MG / Verapamil 240 MG Extended Release Oral Capsule,411821,diuretic_CCB_combo,diuretic_CCB
Hydrochlorothiazide / Verapamil Extended Release Capsule,452536,diuretic_CCB_combo,diuretic_CCB
Diltiazem Hydrochloride 150 MG / Hydrochlorothiazide 12.5 MG Extended Release Capsule,849871,diuretic_CCB_combo,diuretic_CCB
Chlorothiazide 250 MG / Methyldopa 250 MG Oral Tablet,197959,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet,197960,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 50 MG / Methyldopa 500 MG Oral Tablet,197961,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 30 MG / Methyldopa 500 MG Oral Tablet,197962,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet,197963,diuretic_central_combo,diuretic_central
Chlorothiazide 150 MG / Methyldopa 250 MG Oral Tablet,205332,diuretic_central_combo,diuretic_central
Guanethidine 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Esimil],206403,diuretic_central_combo,diuretic_central
Chlorothiazide 150 MG / Methyldopa 250 MG Oral Tablet [Aldoclor-150],213488,diuretic_central_combo,diuretic_central
Chlorothiazide 250 MG / Methyldopa 250 MG Oral Tablet [Aldoclor-250],213498,diuretic_central_combo,diuretic_central
Guanethidine 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,310664,diuretic_central_combo,diuretic_central
Chlorthalidone / Clonidine Oral Tablet,371580,diuretic_central_combo,diuretic_central
Bendroflumethiazide / Clonidine Oral Tablet,371584,diuretic_central_combo,diuretic_central
Guanethidine / Hydrochlorothiazide Oral Tablet,372366,diuretic_central_combo,diuretic_central
Chlorothiazide / Methyldopa Oral Tablet,372852,diuretic_central_combo,diuretic_central
Hydrochlorothiazide / Methyldopa Oral Tablet,372853,diuretic_central_combo,diuretic_central
Bendroflumethiazide 200 MG / Meprobamate 3 MG Oral Tablet,430626,diuretic_central_combo,diuretic_central
Bendroflumethiazide / Meprobamate Oral Tablet,437827,diuretic_central_combo,diuretic_central
Chlorthalidone / Clonidine Extended Release Capsule,438745,diuretic_central_combo,diuretic_central
Clonidine / cyclothiazide Oral Tablet,438747,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 15 MG / Methyldopa 50 MG Oral Tablet,485001,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet [Aldoril],688643,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet [Aldoril],688645,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 30 MG / Methyldopa 500 MG Oral Tablet [Aldoril],688647,diuretic_central_combo,diuretic_central
Hydrochlorothiazide 50 MG / Methyldopa 500 MG Oral Tablet [Aldoril],688649,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.1 MG Oral Tablet,884192,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.1 MG Oral Tablet [Clorpres 0.1/15],884196,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.2 MG Oral Tablet,884198,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.2 MG Oral Tablet [Clorpres 0.2/15],884202,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.3 MG Oral Tablet,884203,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.3 MG Oral Tablet [Clorpres 0.3/15],884207,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.1 MG Oral Tablet [Combipres 0.1/15],884211,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.2 MG Oral Tablet [Combipres 0.2/15],884215,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.3 MG Oral Tablet [Combipres 0.3/15],884231,diuretic_central_combo,diuretic_central
Bendroflumethiazide 5 MG / Clonidine Hydrochloride 0.1 MG Oral Tablet,1233769,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.075 MG Extended Release Oral Capsule,1233782,diuretic_central_combo,diuretic_central
Chlorthalidone 15 MG / Clonidine Hydrochloride 0.15 MG Extended Release Oral Capsule,1233783,diuretic_central_combo,diuretic_central
Chlorthalidone 50 MG / Clonidine Hydrochloride 0.075 MG Oral Tablet,1233784,diuretic_central_combo,diuretic_central
Clonidine Hydrochloride 0.15 MG / cyclothiazide 2.5 MG Oral Tablet,1233788,diuretic_central_combo,diuretic_central
Amiloride 5 MG/ML Oral Solution [Amilamont],152799,diuretic_Ksparing,diuretic
Triamterene 100 MG Oral Capsule,198312,diuretic_Ksparing,diuretic
Triamterene 50 MG Oral Capsule,198313,diuretic_Ksparing,diuretic
Triamterene 100 MG Oral Capsule [Dyrenium],208674,diuretic_Ksparing,diuretic
Triamterene 50 MG Oral Capsule [Dyrenium],208675,diuretic_Ksparing,diuretic
Triamterene 50 MG Oral Tablet,245283,diuretic_Ksparing,diuretic
Triamterene 100 MG Oral Tablet,245284,diuretic_Ksparing,diuretic
Amiloride Oral Tablet,370564,diuretic_Ksparing,diuretic
Amiloride Oral Solution,370849,diuretic_Ksparing,diuretic
Triamterene Oral Capsule,374193,diuretic_Ksparing,diuretic
Triamterene Oral Tablet,374194,diuretic_Ksparing,diuretic
Amiloride 5 MG/ML Oral Solution,562147,diuretic_Ksparing,diuretic
Amiloride Hydrochloride 5 MG Oral Tablet,977880,diuretic_Ksparing,diuretic
Amiloride Hydrochloride 5 MG Oral Tablet [Midamor],977882,diuretic_Ksparing,diuretic
Amiloride Hydrochloride 1 MG/ML Oral Solution,977887,diuretic_Ksparing,diuretic
Triamterene,10763,diuretic_Ksparing,diuretic
Amiloride Hydrochloride,142424,diuretic_Ksparing,diuretic
Chlorothiazide 500 MG / Reserpine 0.125 MG Oral Tablet,197477,diuretic_other_combo,diuretic_other
deserpidine 0.125 MG / Hydrochlorothiazide 50 MG Oral Tablet,197562,diuretic_other_combo,diuretic_other
deserpidine 0.125 MG / Hydrochlorothiazide 25 MG Oral Tablet,197563,diuretic_other_combo,diuretic_other
deserpidine 0.25 MG / Hydrochlorothiazide 25 MG Oral Tablet,197564,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet,197771,diuretic_other_combo,diuretic_other
Hydroflumethiazide 25 MG / Reserpine 0.125 MG Oral Tablet,197789,diuretic_other_combo,diuretic_other
Hydroflumethiazide 50 MG / Reserpine 0.125 MG Oral Tablet,197790,diuretic_other_combo,diuretic_other
deserpidine 0.5 MG / Methyclothiazide 5 MG Oral Tablet,197952,diuretic_other_combo,diuretic_other
deserpidine 0.25 MG / Methyclothiazide 5 MG Oral Tablet,197953,diuretic_other_combo,diuretic_other
Methyclothiazide 2.5 MG / Reserpine 0.1 MG Oral Tablet,197954,diuretic_other_combo,diuretic_other
Polythiazide 2 MG / Reserpine 0.25 MG Oral Tablet,198198,diuretic_other_combo,diuretic_other
Reserpine 0.1 MG / Trichlormethiazide 2 MG Oral Tablet,198320,diuretic_other_combo,diuretic_other
Reserpine 0.1 MG / Trichlormethiazide 4 MG Oral Tablet,198321,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet,204501,diuretic_other_combo,diuretic_other
Chlorthalidone 25 MG / Reserpine 0.125 MG Oral Tablet,205364,diuretic_other_combo,diuretic_other
Chlorthalidone 50 MG / Reserpine 0.25 MG Oral Tablet,205365,diuretic_other_combo,diuretic_other
deserpidine 0.125 MG / Hydrochlorothiazide 25 MG Oral Tablet [Oreticyl 25],205474,diuretic_other_combo,diuretic_other
deserpidine 0.125 MG / Hydrochlorothiazide 50 MG Oral Tablet [Oreticyl 50],205476,diuretic_other_combo,diuretic_other
deserpidine 0.25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Oreticyl Forte],205478,diuretic_other_combo,diuretic_other
deserpidine 0.25 MG / Methyclothiazide 5 MG Oral Tablet [Enduronyl],205480,diuretic_other_combo,diuretic_other
deserpidine 0.5 MG / Methyclothiazide 5 MG Oral Tablet [Enduronyl Forte],205482,diuretic_other_combo,diuretic_other
Hydroflumethiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Salutensin-Demi],206558,diuretic_other_combo,diuretic_other
Hydroflumethiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Salutensin],206563,diuretic_other_combo,diuretic_other
Methyclothiazide 2.5 MG / Reserpine 0.1 MG Oral Tablet [Diutensen-R],207094,diuretic_other_combo,diuretic_other
Reserpine 0.1 MG / Trichlormethiazide 2 MG Oral Tablet [Metatensin #2],207385,diuretic_other_combo,diuretic_other
Reserpine 0.1 MG / Trichlormethiazide 4 MG Oral Tablet [Metatensin #4],207387,diuretic_other_combo,diuretic_other
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet [Flumezide],208065,diuretic_other_combo,diuretic_other
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet [Rauzide],208066,diuretic_other_combo,diuretic_other
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet [Rondameth],208067,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydro-Reserp],208084,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydropres-25],208085,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydroserp],208086,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydroserpine],208088,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Mallopress],208089,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydro-Reserp],208090,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydropres-50],208091,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydroserp],208092,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydroserpine],208093,diuretic_other_combo,diuretic_other
Polythiazide 2 MG / Reserpine 0.25 MG Oral Tablet [Renese-R],208825,diuretic_other_combo,diuretic_other
Chlorothiazide 250 MG / Reserpine 0.125 MG Oral Tablet [Diupres-250],213504,diuretic_other_combo,diuretic_other
Chlorothiazide 500 MG / Reserpine 0.125 MG Oral Tablet [Diupres-500],213505,diuretic_other_combo,diuretic_other
Chlorthalidone 25 MG / Reserpine 0.125 MG Oral Tablet [Demi-Regroton],214094,diuretic_other_combo,diuretic_other
Chlorthalidone 50 MG / Reserpine 0.25 MG Oral Tablet [Regroton],214095,diuretic_other_combo,diuretic_other
Chlorothiazide 250 MG / Reserpine 0.125 MG Oral Tablet,237192,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 50 MG / Reserpine 0.2 MG Oral Tablet,245282,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.25 MG Oral Tablet,251055,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 25 MG / Reserpine 0.1 MG Oral Tablet,310810,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 50 MG / Reserpine 0.1 MG Oral Tablet,314018,diuretic_other_combo,diuretic_other
quinethazone 50 MG / Reserpine 0.125 MG Oral Tablet,315193,diuretic_other_combo,diuretic_other
Bendroflumethiazide / Rauwolfia preparation Oral Tablet,371003,diuretic_other_combo,diuretic_other
deserpidine / Hydrochlorothiazide Oral Tablet,371705,diuretic_other_combo,diuretic_other
deserpidine / Methyclothiazide Oral Tablet,371706,diuretic_other_combo,diuretic_other
Chlorothiazide / Reserpine Oral Tablet,373760,diuretic_other_combo,diuretic_other
Chlorthalidone / Reserpine Oral Tablet,373761,diuretic_other_combo,diuretic_other
Hydrochlorothiazide / Reserpine Oral Tablet,373762,diuretic_other_combo,diuretic_other
Hydroflumethiazide / Reserpine Oral Tablet,373763,diuretic_other_combo,diuretic_other
Methyclothiazide / Reserpine Oral Tablet,373764,diuretic_other_combo,diuretic_other
Polythiazide / Reserpine Oral Tablet,373765,diuretic_other_combo,diuretic_other
quinethazone / Reserpine Oral Tablet,373766,diuretic_other_combo,diuretic_other
Reserpine / Trichlormethiazide Oral Tablet,373767,diuretic_other_combo,diuretic_other
Hydroflumethiazide 50 MG / Potassium 625 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet,428142,diuretic_other_combo,diuretic_other
Bendroflumethiazide 2.5 MG / Reserpine 0.1 MG Oral Tablet,428203,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 10 MG / Reserpine 0.15 MG Oral Tablet,429153,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 10 MG / Reserpine 0.25 MG Oral Tablet,429154,diuretic_other_combo,diuretic_other
Hydrochlorothiazide 20 MG / Reserpine 0.125 MG Oral Tablet,429155,diuretic_other_combo,diuretic_other
Bendroflumethiazide / Reserpine Oral Tablet,451201,diuretic_other_combo,diuretic_other
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet,562344,diuretic_other_combo,diuretic_other
Hydroflumethiazide / Potassium / Rauwolfia preparation Oral Tablet,637711,diuretic_other_combo,diuretic_other
aliskiren / Hydrochlorothiazide Oral Tablet,754717,diuretic_renin_combo,diuretic_renin
aliskiren 150 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,1011710,diuretic_renin_combo,diuretic_renin
aliskiren 150 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT 150/12.5],1011712,diuretic_renin_combo,diuretic_renin
aliskiren 150 MG / Hydrochlorothiazide 25 MG Oral Tablet,1011713,diuretic_renin_combo,diuretic_renin
aliskiren 150 MG / Hydrochlorothiazide 25 MG Oral Tablet [Tekturna HCT 150/25],1011715,diuretic_renin_combo,diuretic_renin
aliskiren 300 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,1011750,diuretic_renin_combo,diuretic_renin
aliskiren 300 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT 300/12.5],1011752,diuretic_renin_combo,diuretic_renin
aliskiren 300 MG / Hydrochlorothiazide 25 MG Oral Tablet,1011753,diuretic_renin_combo,diuretic_renin
aliskiren 300 MG / Hydrochlorothiazide 25 MG Oral Tablet [Tekturna HCT 300/25],1011755,diuretic_renin_combo,diuretic_renin
Hydralazine 100 MG / Hydrochlorothiazide 50 MG Oral Tablet,242957,diuretic_vaso_combo,diuretic_vaso
Hydralazine / Hydrochlorothiazide Oral Capsule,370633,diuretic_vaso_combo,diuretic_vaso
Hydralazine / Hydrochlorothiazide Oral Tablet,372406,diuretic_vaso_combo,diuretic_vaso
althiazide 15 MG / Spironolactone 25 MG Oral Tablet,432636,diuretic_aldo_combo,diuretic_aldo
althiazide / Spironolactone Oral Tablet,451919,diuretic_aldo_combo,diuretic_aldo
Hydralazine Hydrochloride 100 MG / Hydrochlorothiazide 50 MG Oral Capsule,905203,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 100 MG / Hydrochlorothiazide 50 MG Oral Capsule [Apresazide 100/50],905207,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 25 MG Oral Capsule,905211,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 25 MG Oral Capsule [Apresazide 25/25],905215,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 50 MG / Hydrochlorothiazide 50 MG Oral Capsule,905217,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 50 MG / Hydrochlorothiazide 50 MG Oral Capsule [Apresazide 50/50],905221,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,966574,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 25 MG Oral Capsule [Hydralazine Plus],966587,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 25 MG Oral Tablet,966594,diuretic_vaso_combo,diuretic_vaso
Hydralazine Hydrochloride 50 MG / Hydrochlorothiazide 50 MG Oral Tablet,966613,diuretic_vaso_combo,diuretic_vaso
Dihydralazine 10 MG / Hydrochlorothiazide 10 MG / Reserpine 0.1 MG Oral Tablet,249746,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine / Hydrochlorothiazide / Reserpine Oral Tablet,374694,diuretic_vaso_other_triple,diuretic_vaso_other
Dihydralazine / Hydrochlorothiazide / Reserpine Oral Tablet,439015,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet,905353,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Diuretic Ap-Es],905355,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Ser-Ap-Es],905367,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Hydrap-ES],905399,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Marpres],905401,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Serathide],905403,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Serpazide],905405,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Serpex],905407,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Tri-Hydroserpine],905409,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Uni Serp],905411,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [Unipres],905413,diuretic_vaso_other_triple,diuretic_vaso_other
Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG Oral Tablet [HHR],966591,diuretic_vaso_other_triple,diuretic_vaso_other
Furosemide Injectable Solution,95600,loop_diuretic,loop
